代码,代码,名称,类型,成立日期,基金经理,公司名称,基金简称,基金类型,发行时间,估值日期,估值涨幅,累计净值,单位净值,申购净值,申购报价,净值日期,申购状态,赎回状态,费率,申购步长
001075,001075,宝盈转型动力混合A,未知,未知,未知,未知,宝盈转型动力混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007355,007355,汇添富科技创新混合A,未知,未知,未知,未知,汇添富科技创新混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012917,012917,平安优势领航1年持有混合A,未知,未知,未知,未知,平安优势领航1年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
016600,016600,万家品质生活混合C,未知,未知,未知,未知,万家品质生活混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009538,009538,太平行业优选股票C,未知,未知,未知,未知,太平行业优选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020854,020854,大成中证芯片产业指数发起式C,未知,未知,未知,未知,大成中证芯片产业指数发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016970,016970,华夏恒生生物科技ETF发起式联接(QDII)A,未知,未知,未知,未知,华夏恒生生物科技ETF发起式联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
007356,007356,汇添富科技创新混合C,未知,未知,未知,未知,汇添富科技创新混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001076,001076,易方达改革红利混合,未知,未知,未知,未知,易方达改革红利混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012918,012918,平安优势领航1年持有混合C,未知,未知,未知,未知,平安优势领航1年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009597,009597,泰康创新成长混合C,未知,未知,未知,未知,泰康创新成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016789,016789,万家国证2000ETF发起联接C,未知,未知,未知,未知,万家国证2000ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
016971,016971,华夏恒生生物科技ETF发起式联接(QDII)C,未知,未知,未知,未知,华夏恒生生物科技ETF发起式联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020876,020876,中欧景气精选混合A,未知,未知,未知,未知,中欧景气精选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007455,007455,富国蓝筹精选股票(QDII)人民币,未知,未知,未知,未知,富国蓝筹精选股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001105,001105,信澳转型创新股票A,未知,未知,未知,未知,信澳转型创新股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009609,009609,广发中证500指数增强C,未知,未知,未知,未知,广发中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012920,012920,易方达全球成长精选混合(QDII)人民币A,未知,未知,未知,未知,易方达全球成长精选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
070039,070039,嘉实中证500ETF联接C,未知,未知,未知,未知,嘉实中证500ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017048,017048,富安达产业优选混合A,未知,未知,未知,未知,富安达产业优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
020877,020877,中欧景气精选混合C,未知,未知,未知,未知,中欧景气精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
012922,012922,易方达全球成长精选混合(QDII)人民币C,未知,未知,未知,未知,易方达全球成长精选混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001125,001125,博时互联网主题灵活配置混合,未知,未知,未知,未知,博时互联网主题灵活配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007460,007460,华安成长创新混合A,未知,未知,未知,未知,华安成长创新混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
160226,160226,国泰民益混合(LOF)C,未知,未知,未知,未知,国泰民益混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009727,009727,招商中证500等权重指数增强C,未知,未知,未知,未知,招商中证500等权重指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017049,017049,富安达产业优选混合C,未知,未知,未知,未知,富安达产业优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020899,020899,天弘中证全指通信设备指数发起A,未知,未知,未知,未知,天弘中证全指通信设备指数发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
001167,001167,金鹰科技创新股票A,未知,未知,未知,未知,金鹰科技创新股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012985,012985,平安优势回报1年持有混合A,未知,未知,未知,未知,平安优势回报1年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
160424,160424,华安创业板50ETF联接C,未知,未知,未知,未知,华安创业板50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
007490,007490,南方信息创新混合A,未知,未知,未知,未知,南方信息创新混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009741,009741,博时研究臻选持有期混合C,未知,未知,未知,未知,博时研究臻选持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017073,017073,嘉实清洁能源股票发起式A,未知,未知,未知,未知,嘉实清洁能源股票发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007491,007491,南方信息创新混合C,未知,未知,未知,未知,南方信息创新混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020900,020900,天弘中证全指通信设备指数发起C,未知,未知,未知,未知,天弘中证全指通信设备指数发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001170,001170,宏利复兴混合A,未知,未知,未知,未知,宏利复兴混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
012986,012986,平安优势回报1年持有混合C,未知,未知,未知,未知,平安优势回报1年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009783,009783,富国兴泉回报12个月持有期混合C,未知,未知,未知,未知,富国兴泉回报12个月持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
501037,501037,汇添富中证500指数(LOF)C,未知,未知,未知,未知,汇添富中证500指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017074,017074,嘉实清洁能源股票发起式C,未知,未知,未知,未知,嘉实清洁能源股票发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020966,020966,东吴科技创新混合A,未知,未知,未知,未知,东吴科技创新混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007509,007509,华商润丰灵活配置混合C,未知,未知,未知,未知,华商润丰灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001173,001173,中欧瑾和灵活配置混合A,未知,未知,未知,未知,中欧瑾和灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013000,013000,广发盛泽一年持有混合A,未知,未知,未知,未知,广发盛泽一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009870,009870,嘉实产业先锋混合C,未知,未知,未知,未知,嘉实产业先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
519173,519173,浦银安盛睿智精选混合C,未知,未知,未知,未知,浦银安盛睿智精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001174,001174,中欧瑾和灵活配置混合C,未知,未知,未知,未知,中欧瑾和灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
020967,020967,东吴科技创新混合C,未知,未知,未知,未知,东吴科技创新混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017075,017075,宝盈半导体产业混合发起式A,未知,未知,未知,未知,宝盈半导体产业混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007518,007518,东方阿尔法优选混合A,未知,未知,未知,未知,东方阿尔法优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013001,013001,广发盛泽一年持有混合C,未知,未知,未知,未知,广发盛泽一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009883,009883,华润元大核心动力混合C,未知,未知,未知,未知,华润元大核心动力混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
690202,690202,民生增强收益债券C,未知,未知,未知,未知,民生增强收益债券C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017076,017076,宝盈半导体产业混合发起式C,未知,未知,未知,未知,宝盈半导体产业混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
007519,007519,东方阿尔法优选混合C,未知,未知,未知,未知,东方阿尔法优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001184,001184,易方达新常态灵活配置混合,未知,未知,未知,未知,易方达新常态灵活配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013009,013009,万家港股通精选混合A,未知,未知,未知,未知,万家港股通精选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009910,009910,嘉实动力先锋混合C,未知,未知,未知,未知,嘉实动力先锋混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
952099,952099,国泰海通君得鑫两年持有混合C,未知,未知,未知,未知,国泰海通君得鑫两年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021031,021031,汇添富国证港股通创新药ETF发起式联接C,未知,未知,未知,未知,汇添富国证港股通创新药ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017086,017086,嘉实ESG可持续投资混合A,未知,未知,未知,未知,嘉实ESG可持续投资混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001194,001194,景顺长城稳健回报混合A,未知,未知,未知,未知,景顺长城稳健回报混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
007550,007550,东兴未来价值混合C,未知,未知,未知,未知,东兴未来价值混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013010,013010,万家港股通精选混合C,未知,未知,未知,未知,万家港股通精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
009912,009912,九泰天富改革混合C,未知,未知,未知,未知,九泰天富改革混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
970195,970195,兴证资管金麒麟3个月(FOF)C,未知,未知,未知,未知,兴证资管金麒麟3个月,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021074,021074,华夏中证沪深港黄金产业股票ETF发起式联接A,未知,未知,未知,未知,华夏中证沪深港黄金产业股票ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
017102,017102,大摩数字经济混合A,未知,未知,未知,未知,大摩数字经济混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007685,007685,华商电子行业量化股票发起式A,未知,未知,未知,未知,华商电子行业量化股票发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001198,001198,东方惠新灵活配置混合A,未知,未知,未知,未知,东方惠新灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.08,10
013081,013081,中信保诚中证800有色指数(LOF)C,未知,未知,未知,未知,中信保诚中证800有色指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021030,021030,汇添富国证港股通创新药ETF发起式联接A,未知,未知,未知,未知,汇添富国证港股通创新药ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.08,10
009930,009930,南方创新驱动混合C,未知,未知,未知,未知,南方创新驱动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021075,021075,华夏中证沪深港黄金产业股票ETF发起式联接C,未知,未知,未知,未知,华夏中证沪深港黄金产业股票ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017103,017103,大摩数字经济混合C,未知,未知,未知,未知,大摩数字经济混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
007713,007713,华富科技动能混合A,未知,未知,未知,未知,华富科技动能混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013107,013107,华夏先进制造龙头混合A,未知,未知,未知,未知,华夏先进制造龙头混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
009982,009982,万家创业板指数增强C,未知,未知,未知,未知,万家创业板指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013108,013108,华夏先进制造龙头混合C,未知,未知,未知,未知,华夏先进制造龙头混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001215,001215,博时沪港深优质企业基金A,未知,未知,未知,未知,博时沪港深优质企业基金A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001227,001227,中邮信息产业灵活配置混合A,未知,未知,未知,未知,中邮信息产业灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007718,007718,中银创新医疗混合A,未知,未知,未知,未知,中银创新医疗混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021088,021088,鹏华中证港股通医药卫生ETF发起式联接A,未知,未知,未知,未知,鹏华中证港股通医药卫生ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
017140,017140,华宝中证有色金属ETF发起式联接A,未知,未知,未知,未知,华宝中证有色金属ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
010004,010004,景顺长城电子信息产业股票C,未知,未知,未知,未知,景顺长城电子信息产业股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
007808,007808,北信瑞丰量化优选灵活配置,未知,未知,未知,未知,北信瑞丰量化优选灵活配置,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013137,013137,摩根动力精选混合C,未知,未知,未知,未知,摩根动力精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001229,001229,德邦福鑫灵活配置混合A,未知,未知,未知,未知,德邦福鑫灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021089,021089,鹏华中证港股通医药卫生ETF发起式联接C,未知,未知,未知,未知,鹏华中证港股通医药卫生ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017141,017141,华宝中证有色金属ETF发起式联接C,未知,未知,未知,未知,华宝中证有色金属ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010026,010026,广发聚瑞混合C,未知,未知,未知,未知,广发聚瑞混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001230,001230,鹏华医药科技股票A,未知,未知,未知,未知,鹏华医药科技股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
007817,007817,国泰中证全指通信设备ETF联接A,未知,未知,未知,未知,国泰中证全指通信设备ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
021224,021224,华宝上证科创板芯片指数发起A,未知,未知,未知,未知,华宝上证科创板芯片指数发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.05,10
017147,017147,嘉实积极配置一年持有混合A,未知,未知,未知,未知,嘉实积极配置一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013153,013153,长信电子信息量化灵活配置混合C,未知,未知,未知,未知,长信电子信息量化灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013173,013173,红土创新科技创新3个月定开混合C,未知,未知,未知,未知,红土创新科技创新3个月定开混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010052,010052,长城久嘉创新成长混合C,未知,未知,未知,未知,长城久嘉创新成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
007818,007818,国泰中证全指通信设备ETF联接C,未知,未知,未知,未知,国泰中证全指通信设备ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017148,017148,嘉实积极配置一年持有混合C,未知,未知,未知,未知,嘉实积极配置一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021225,021225,华宝上证科创板芯片指数发起C,未知,未知,未知,未知,华宝上证科创板芯片指数发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010063,010063,南方行业精选一年混合C,未知,未知,未知,未知,南方行业精选一年混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001302,001302,前海开源金银珠宝混合A,未知,未知,未知,未知,前海开源金银珠宝混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008009,008009,华商高端装备制造股票A,未知,未知,未知,未知,华商高端装备制造股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017165,017165,易米低碳经济股票发起A,未知,未知,未知,未知,易米低碳经济股票发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013175,013175,海富通碳中和混合A,未知,未知,未知,未知,海富通碳中和混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021278,021278,永赢上证科创板100指数增强发起A,未知,未知,未知,未知,永赢上证科创板100指数增强发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
010125,010125,兴银景气优选混合C,未知,未知,未知,未知,兴银景气优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008020,008020,华富中证人工智能产业ETF联接A,未知,未知,未知,未知,华富中证人工智能产业ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
001313,001313,摩根智慧互联股票A,未知,未知,未知,未知,摩根智慧互联股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021279,021279,永赢上证科创板100指数增强发起C,未知,未知,未知,未知,永赢上证科创板100指数增强发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017166,017166,易米低碳经济股票发起C,未知,未知,未知,未知,易米低碳经济股票发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010136,010136,宏利高研发6个月持有混合C,未知,未知,未知,未知,宏利高研发6个月持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001322,001322,东吴新趋势价值线混合,未知,未知,未知,未知,东吴新趋势价值线混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008021,008021,华富中证人工智能产业ETF联接C,未知,未知,未知,未知,华富中证人工智能产业ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013179,013179,广发国证新能源车电池ETF联接A,未知,未知,未知,未知,广发国证新能源车电池ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
017188,017188,嘉实上证科创板50指数增强发起式A,未知,未知,未知,未知,嘉实上证科创板50指数增强发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
010154,010154,中加中证500指数增强C,未知,未知,未知,未知,中加中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021296,021296,鹏华国证有色金属行业ETF发起式联接A,未知,未知,未知,未知,鹏华国证有色金属行业ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
001323,001323,东吴移动互联混合A,未知,未知,未知,未知,东吴移动互联混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013176,013176,海富通碳中和混合C,未知,未知,未知,未知,海富通碳中和混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008072,008072,景顺长城创业板综指增强A,未知,未知,未知,未知,景顺长城创业板综指增强A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013180,013180,广发国证新能源车电池ETF联接C,未知,未知,未知,未知,广发国证新能源车电池ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017189,017189,嘉实上证科创板50指数增强发起式C,未知,未知,未知,未知,嘉实上证科创板50指数增强发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021297,021297,鹏华国证有色金属行业ETF发起式联接C,未知,未知,未知,未知,鹏华国证有色金属行业ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010158,010158,汇安中证500增强C,未知,未知,未知,未知,汇安中证500增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001361,001361,景顺长城中证科技传媒通信150ETF联接A,未知,未知,未知,未知,景顺长城中证科技传媒通信150ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
008084,008084,海富通先进制造股票C,未知,未知,未知,未知,海富通先进制造股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013195,013195,招商中证新能源汽车指数A,未知,未知,未知,未知,招商中证新能源汽车指数A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
017192,017192,天弘中证工业有色金属主题指数发起A,未知,未知,未知,未知,天弘中证工业有色金属主题指数发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
010162,010162,广发瑞安精选股票C,未知,未知,未知,未知,广发瑞安精选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021344,021344,东财芯片E,未知,未知,未知,未知,东财芯片E,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008085,008085,海富通先进制造股票A,未知,未知,未知,未知,海富通先进制造股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017193,017193,天弘中证工业有色金属主题指数发起C,未知,未知,未知,未知,天弘中证工业有色金属主题指数发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013238,013238,财通均衡优选一年持有混合A,未知,未知,未知,未知,财通均衡优选一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010203,010203,天弘中证科技100指数增强发起C,未知,未知,未知,未知,天弘中证科技100指数增强发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021382,021382,博时科技驱动混合A,未知,未知,未知,未知,博时科技驱动混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001407,001407,景顺长城稳健回报混合C,未知,未知,未知,未知,景顺长城稳健回报混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001412,001412,德邦鑫星价值灵活配置混合A,未知,未知,未知,未知,德邦鑫星价值灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001239,001239,长盛国企改革混合,未知,未知,未知,未知,长盛国企改革混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008086,008086,华夏中证5G通信主题ETF联接A,未知,未知,未知,未知,华夏中证5G通信主题ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
013239,013239,财通均衡优选一年持有混合C,未知,未知,未知,未知,财通均衡优选一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021383,021383,博时科技驱动混合C,未知,未知,未知,未知,博时科技驱动混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010236,010236,广发电子信息传媒股票C,未知,未知,未知,未知,广发电子信息传媒股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017288,017288,中欧瑾和灵活配置混合E,未知,未知,未知,未知,中欧瑾和灵活配置混合E,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008087,008087,华夏中证5G通信主题ETF联接C,未知,未知,未知,未知,华夏中证5G通信主题ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001437,001437,易方达瑞享混合I,未知,未知,未知,未知,易方达瑞享混合I,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.06,10
013242,013242,北信瑞丰优势行业股票,未知,未知,未知,未知,北信瑞丰优势行业股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017290,017290,中欧科创主题混合(LOF)C,未知,未知,未知,未知,中欧科创主题混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021474,021474,华安上证科创板新一代信息技术ETF发起式联接A,未知,未知,未知,未知,华安上证科创板新一代信息技术ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.06,10
010246,010246,华泰柏瑞量化先行混合C,未知,未知,未知,未知,华泰柏瑞量化先行混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008182,008182,方正富邦信泓混合C,未知,未知,未知,未知,方正富邦信泓混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001438,001438,易方达瑞享混合E,未知,未知,未知,未知,易方达瑞享混合E,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013250,013250,红土创新智能制造混合型发起式A,未知,未知,未知,未知,红土创新智能制造混合型发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017303,017303,华安景气领航混合A,未知,未知,未知,未知,华安景气领航混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010304,010304,华泰柏瑞量化创盈混合C,未知,未知,未知,未知,华泰柏瑞量化创盈混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001466,001466,华富永鑫灵活配置混合A,未知,未知,未知,未知,华富永鑫灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008185,008185,诺安研究优选混合A,未知,未知,未知,未知,诺安研究优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013279,013279,国泰优选领航一年持有(FOF),未知,未知,未知,未知,国泰优选领航一年持有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
017304,017304,华安景气领航混合C,未知,未知,未知,未知,华安景气领航混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
